src_id,dst_type,dst_id,visible,visible_any_vertex,distance_m,eye_z,tgt_z
id18002,building,214,False,False,55.34578099465398,112.132,112.631
id18002,building,213,False,False,51.34273368082237,112.132,114.194
id18002,building,190,False,False,39.65302538714494,112.132,115.042
id18002,building,180,False,True,12.13059192580197,112.132,117.895
id18002,building,188,False,False,32.35965214114981,112.132,116.91
id18002,building,184,False,False,28.10892654670882,112.132,114.935
id18002,building,183,False,False,28.377461008897452,112.132,117.654
id18002,building,179,True,True,24.045703038156027,112.132,116.147
id18002,building,177,False,True,6.29660542872072,112.132,114.677
id18002,building,178,False,True,13.100822739285976,112.132,117.123
id18002,building,176,False,True,17.52684853343237,112.132,116.933
id18002,building,172,False,False,16.419713458957478,112.132,117.921
id18002,building,171,False,True,15.679562512433437,112.132,118.25
id18002,building,173,False,True,14.762918283379806,112.132,117.558
id18002,building,170,False,False,22.01512272474885,112.132,117.437
id18002,building,167,False,False,33.59903434102859,112.132,118.715
id18002,building,185,False,False,34.45136363124564,112.132,115.022
id18002,building,165,True,True,18.04897291670172,112.132,109.219
id18002,building,158,False,True,27.17187355744391,112.132,108.436
id18002,building,152,False,False,42.0054525349562,112.132,107.689
id18002,building,150,False,False,49.15024981398629,112.132,108.744
id18002,building,194,False,False,43.90019375148151,112.132,111.503
id18002,building,198,False,False,58.9371967612294,112.132,108.657
id18002,building,197,False,False,47.057958516304424,112.132,111.086
id18002,building,226,False,False,62.13680420080316,112.132,110.197
id18002,building,219,False,False,68.48936803563619,112.132,110.085
id18002,building,223,False,False,74.3130450919055,112.132,109.31
id18002,building,220,False,False,81.33898183062814,112.132,106.383
id18002,building,221,False,False,79.91644266942532,112.132,108.097
id18002,building,228,False,False,75.57215684390128,112.132,108.791
id18002,building,229,False,False,77.34122617168256,112.132,106.109
id18002,building,230,False,False,81.23352698383275,112.132,107.598
id18002,building,199,False,False,74.29338697809764,112.132,106.673
id18002,building,200,False,False,89.1876249050521,112.132,105.74
id18002,building,237,False,False,88.1213980279086,112.132,103.033
id18002,building,149,False,False,61.865669181252805,112.132,103.254
id18002,building,133,False,False,79.15554850212894,112.132,103.244
id18002,building,144,False,False,73.71792419119787,112.132,103.054
id18002,building,142,False,False,75.55729046589458,112.132,101.202
id18002,building,148,False,False,61.900653812511884,112.132,102.122
id18002,building,62,False,True,83.99347930105657,112.132,109.754
id18002,building,56,False,False,54.77322340652241,112.132,110.565
id18002,building,57,True,True,57.88226211451217,112.132,109.459
id18002,building,58,False,True,67.6449211754288,112.132,108.699
id18002,building,59,True,True,72.10979690688175,112.132,109.471
